0,"Örboms Redovisningar","2792147","046-25 48 89","Staffanstorp","","/Staffanstorp/%C3%96rboms_Redovisningar/2792147","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kn%c3%a4storps+Kvarnv%c3%a4g+133+A%2c+24593%2c+STAFFANSTORP%2c+Sweden"
1,"Örborg, Rigmor","406598","08-756 98 12","Varberg","","/Varberg/%C3%96rborg_Rigmor/406598","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Sillhallav%c3%a4gen+2%2c+43293%2c+VARBERG%2c+Sweden"
2,"Örbratt Consulting AB","2715701","","Mölnlycke","","/M%C3%B6lnlycke/%C3%96rbratt_Consulting_AB/2715701","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gr%c3%a5bergsv%c3%a4gen+36%2c+43541%2c+M%c3%96LNLYCKE%2c+Sweden"
3,"Örbratt, Mikael","2251610","","Mölnlycke","","/M%C3%B6lnlycke/%C3%96rbratt_Mikael/2251610","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gr%c3%a5bergsv%c3%a4gen+36%2c+43541%2c+M%c3%96LNLYCKE%2c+Sweden"
4,"Örbrink Media HB","2814014","08-25 09 95","Bromma","","/Bromma/%C3%96rbrink_Media_HB/2814014","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Stavg%c3%a5rdsgatan+35%2c+16756%2c+BROMMA%2c+Sweden"
5,"Örbrink, Peter","320117","0157-301 01","Stockholm","","/Stockholm/%C3%96rbrink_Peter/320117","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Eriksbergsgatan+18%2c+11430%2c+STOCKHOLM%2c+Sweden"
6,"Örby Arena AB","906449","033-41 17 10","Örby","http://www.fbservice.nu","/%C3%96rby/%C3%96rby_Arena_AB/906449","mailto:info@fbservice.nu","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Campingv%c3%a4gen+4%2c+51131%2c+%c3%96RBY%2c+Sweden"
7,"Örby Bad & Bygg AB","2611900","","Bagarmossen","","/Bagarmossen/%C3%96rby_Bad__Bygg_AB/2611900","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Em%c3%a5gatan+4%2c+12846%2c+BAGARMOSSEN%2c+Sweden"
8,"Örby Bar & Kök","1944886","08-647 96 40","Älvsjö","","/%C3%84lvsj%C3%B6/%C3%96rby_Bar__K%C3%B6k/1944886","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gamla+Huddingev%c3%a4gen+450%2c+12542%2c+%c3%84LVSJ%c3%96%2c+Sweden"
9,"Örby Bibliotek","1716961","08-508 307 90","Älvsjö","","/%C3%84lvsj%C3%B6/%C3%96rby_Bibliotek/1716961","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gamla+Huddingev%c3%a4gen+425%2c+12542%2c+%c3%84LVSJ%c3%96%2c+Sweden"
10,"Örby Bil och Maskin","556464","0320-488 34","Örby","","/%C3%96rby/%C3%96rby_Bil_och_Maskin/556464","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Ljungsl%c3%a4ttv%c3%a4gen+6%2c+51131%2c+%c3%96RBY%2c+Sweden"
11,"Örby Bilvård","1834886","08-749 18 64","Bandhagen","http://www.orbybilvard.se","/Bandhagen/%C3%96rby_Bilv%C3%A5rd/1834886","mailto:bernt@orbybilvard.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Stallarholmsv%c3%a4gen+43+B%2c+12459%2c+BANDHAGEN%2c+Sweden"
12,"Örby Bygg & Fastighetservice AB","2914269","","Älvsjö","","/%C3%84lvsj%C3%B6/%C3%96rby_Bygg__Fastighetservice_AB/2914269","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=G%c3%b6talandsv%c3%a4gen+184+A%2c+12535%2c+%c3%84LVSJ%c3%96%2c+Sweden"
13,"ÖRBY BYGGSERVICE","650289","","Örby","","/%C3%96rby/%C3%96RBY_BYGGSERVICE/650289","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=S%c3%b6r%c3%a5sv%c3%a4gen+5%2c+51192%2c+%c3%96RBY%2c+Sweden"
14,"Örby Centrum Fastighets AB","2746742","08-18 19 74","Stockholm","","/Stockholm/%C3%96rby_Centrum_Fastighets_AB/2746742","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Lilla+Bantorget+11%2c+11123%2c+STOCKHOLM%2c+Sweden"
15,"Örby Dagcentral","1714230","0320-21 71 43","Örby","","/%C3%96rby/%C3%96rby_Dagcentral/1714230","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kinnav%c3%a4gen+3%2c+51131%2c+%c3%96RBY%2c+Sweden"
16,"Örby El","558942","","Skene","","/Skene/%C3%96rby_El/558942","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Dalhemsv%c3%a4gen+14%2c+51161%2c+SKENE%2c+Sweden"
17,"Örby Församling","1637812","0320-182 40","Skene","","/Skene/%C3%96rby_F%C3%B6rsamling/1637812","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kyrk%c3%a5sgatan+6%2c+51161%2c+SKENE%2c+Sweden"
18,"Örby förskola","1717082","0320-171 80","Örby","","/%C3%96rby/%C3%96rby_f%C3%B6rskola/1717082","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=M%c3%a5nsav%c3%a4gen+8%2c+51131%2c+%c3%96RBY%2c+Sweden"
19,"Örby Fotvård","888345","08-647 14 72","Stockholm","","/Stockholm/%C3%96rby_Fotv%C3%A5rd/888345","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Jan+Inghes+Torg+30%2c+12071%2c+STOCKHOLM%2c+Sweden"
20,"Örby Gerokonsult","486603","08-86 31 24","Älvsjö","","/%C3%84lvsj%C3%B6/%C3%96rby_Gerokonsult/486603","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gamla+Huddingev%c3%a4gen+443%2c+12542%2c+%c3%84LVSJ%c3%96%2c+Sweden"
21,"Örby Gummi","1772927","08-647 58 58","Älvsjö","http://www.orbygummi.se","/%C3%84lvsj%C3%B6/%C3%96rby_Gummi/1772927","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gamla+Huddingev%c3%a4gen+399%2c+12542%2c+%c3%84LVSJ%c3%96%2c+Sweden"
22,"Örby Gummi AB","600042","08-647 58 58","Bandhagen","http://www.orbygummi.se","/Bandhagen/%C3%96rby_Gummi_AB/600042","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Stallarholmsv%c3%a4gen+28%2c+12459%2c+BANDHAGEN%2c+Sweden"
23,"Örby Gummi AB","1811520","08-86 62 20","Bandhagen","http://www.orbygummi.se","/Bandhagen/%C3%96rby_Gummi_AB/1811520","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=B%c3%a4rbogr%c3%a4nd+1%2c+12432%2c+BANDHAGEN%2c+Sweden"
24,"Örby Handels AB","3017826","","Örby","","/%C3%96rby/%C3%96rby_Handels_AB/3017826","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Bosg%c3%a5rdsv%c3%a4gen+5%2c+51131%2c+%c3%96RBY%2c+Sweden"
25,"Örby Korttidshem","2641750","08-647 72 96","Älvsjö","","/%C3%84lvsj%C3%B6/%C3%96rby_Korttidshem/2641750","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Gamla+Magelungsv%c3%a4gen+14%2c+12543%2c+%c3%84LVSJ%c3%96%2c+Sweden"
26,"Örby Management Group AB","2543505","08-514 061 01","Stockholm","","/Stockholm/%C3%96rby_Management_Group_AB/2543505","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Frejgatan+31%2c+11349%2c+STOCKHOLM%2c+Sweden"
27,"Örby Maskin & Fastighetsservice AB","899022","08-530 330 09","Hultsfred","http://www.orbymaskin.com","/Hultsfred/%C3%96rby_Maskin__Fastighetsservice_AB/899022","mailto:rune.gronbeck@comhem.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Storgatan+83+B%2c+57734%2c+HULTSFRED%2c+Sweden"
